type:openvz:query_cache_size:query_cache_limit:max_connections:table_open_cache:thread_cache_size:max_heap_table_size:tmp_table_size:key_buffer:join_buffer_size:sort_buffer_size:bulk_insert_buffer_size:myisam_sort_buffer_size:mysql_innodb_buffer_pool_size
1:openvz:16M:1M:10:1024:8:8M:8M:4M:1M:1M:1M:2M:32M
1:general:32M:2M:12:4096:32:32M:32M:16M:2M:2M:2M:2M:64M
2:openvz:32M:2M:10:4048:8:16M:16M:8M:2M:2M:1M:4M:64M
2:general:64M:4M:18:4096:64:64M:64M:16M:4M:4M:2M:2M:128M
3:openvz:64M:2M:20:4048:32:64M:64M:8M:4M:4M:2M:8M:128M
3:general:128M:8M:20:8096:32:128M:128M:16M:8M:8M:2M:2M:256M
4:openvz:96M:8M:20:4048:32:128M:128M:16M:8M:4M:2M:8M:128M
4:general:128M:8M:20:8096:32:128M:128M:16M:12M:8M:2M:2M:512M
5:openvz:128M:8M:20:4048:32:128M:128M:16M:8M:4M:2M:8M:512M
5:general:128M:8M:20:8096:32:128M:128M:32M:12M:8M:2M:2M:512M
6:openvz:128M:8M:20:4048:32:128M:128M:16M:8M:8M:2M:8M:512M
6:general:128M:8M:20:8096:32:128M:128M:64M:12M:8M:2M:8M:756M
7:openvz:128M:16M:30:8048:32:128M:128M:16M:8M:8M:2M:8M:1024M
7:general:128M:8M:20:8096:32:128M:128M:64M:12M:8M:2M:8M:1024M
8:openvz:128M:16M:30:8048:32:128M:128M:16M:8M:8M:2M:8M:1512M
8:general:128M:8M:30:10240:32:128M:128M:64M:12M:8M:2M:8M:1512M
9:openvz:128M:16M:30:10048:32:128M:128M:16M:8M:8M:2M:8M:2048M
9:general:128M:8M:40:10240:32:128M:128M:64M:12M:8M:2M:8M:3072M
10:openvz:128M:16M:30:10048:32:128M:128M:16M:8M:8M:2M:8M:4096M
10:general:128M:8M:60:14240:32:128M:128M:128M:12M:12M:2M:8M:6144M
